restaurant_id,restaurant_name,city,area,cuisine,avg_rating,total_ratings,price_range,delivery_available,order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
9c38c0b2,Restaurant_27,Delhi,Area_E,Italian,2.6,542,High,No,bf91245b,9c38c0b2,433ce224,2024-11-12,15:16,55,1518.18,4,"Net Banking",1
9c38c0b2,Restaurant_27,Delhi,Area_E,Italian,2.6,542,High,No,0906e80b,9c38c0b2,37aaa1fe,2024-05-02,15:12,45,500,2,"Net Banking",3.3
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,193b44cb,9c80db76,35a28cad,2024-07-04,17:07,38,135.31,9,COD,5
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,8455ef06,9c80db76,ad507a48,2024-02-21,7:40,49,1676.88,5,Wallet,4.1
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,f2e66871,9c80db76,a43bac91,2024-02-14,3:12,22,1590.17,9,UPI,4.9
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,5f7b530d,9c80db76,6242b8db,2024-10-06,17:14,20,1095.95,2,"Net Banking",1.3
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,532df88e,9c80db76,0cc802a2,2024-10-25,20:14,83,942.02,10,Wallet,2.4
9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes,e953cfea,9c80db76,6a586047,2024-02-09,7:41,24,381.5,2,COD,1.9
a3ce1611,Restaurant_29,Mumbai,Area_A,Italian,4.6,479,Medium,No,1c612e22,a3ce1611,7714b7b4,2024-03-21,20:56,66,1120.35,1,Wallet,4.4
a3ce1611,Restaurant_29,Mumbai,Area_A,Italian,4.6,479,Medium,No,4d9d61f4,a3ce1611,a67fc726,2024-07-25,18:00,55,157.75,8,Wallet,2.2
a3ce1611,Restaurant_29,Mumbai,Area_A,Italian,4.6,479,Medium,No,19a0acb9,a3ce1611,5aa71d8a,2024-08-21,2:11,57,1640.72,7,UPI,1.9
a3ce1611,Restaurant_29,Mumbai,Area_A,Italian,4.6,479,Medium,No,235e509f,a3ce1611,fc211590,2024-03-19,9:25,68,830.86,9,COD,2
a3ce1611,Restaurant_29,Mumbai,Area_A,Italian,4.6,479,Medium,No,1526e8e5,a3ce1611,74781fb9,2024-01-09,12:37,36,1514.25,5,Wallet,3.9
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,28fbea94,428f55af,e9883544,2024-02-13,5:02,87,1038,7,UPI,2.8
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,85f289da,428f55af,0.00E+00,2024-09-19,11:30,47,264.59,7,"Credit Card",4.1
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,d4532dd8,428f55af,7c9cb111,2024-05-10,13:50,75,1103.08,3,"Credit Card",4.1
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,5b5fd1a3,428f55af,f15b30dd,2024-08-04,8:48,49,1728.44,7,"Net Banking",1.3
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,8197d79a,428f55af,6adb8984,2024-07-27,3:39,22,1828.58,10,UPI,4.9
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,1b68ce22,428f55af,71f4ae09,2024-01-24,3:01,28,1759.52,10,"Credit Card",4.3
428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No,17a1db34,428f55af,a61aa633,2024-09-10,8:06,50,1796.63,5,UPI,2.6
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,7863fef9,dbcaa61c,8252aea5,2024-08-03,23:07,28,1905.06,8,"Credit Card",1.5
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,a2d18716,dbcaa61c,b11e144a,2024-02-05,8:14,24,842.19,8,"Credit Card",4.6
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,614f201b,dbcaa61c,eabd893f,2024-12-18,5:51,59,1993.47,10,"Credit Card",2.2
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,560428ff,dbcaa61c,6a1b9a21,2024-11-10,2:24,21,1467.21,8,"Net Banking",4.1
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,8d44b780,dbcaa61c,ab9f9bef,2024-10-02,11:23,29,968.33,2,UPI,4.4
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,7097623d,dbcaa61c,b0cc20c7,2024-08-06,8:36,24,1670.03,2,COD,1.9
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,e27a29b7,dbcaa61c,f9f9400d,2024-06-02,21:43,52,1360.55,2,Wallet,4.7
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,d45209cc,dbcaa61c,df4ef707,2024-10-22,17:57,17,370.6,5,COD,3.2
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,b1226ac0,dbcaa61c,c8a0d246,2024-11-03,6:16,58,1064.86,3,UPI,1.9
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,b18f9fcd,dbcaa61c,1.78E+12,2024-01-08,0:55,68,243.8,1,"Net Banking",2.5
dbcaa61c,Restaurant_31,Bangalore,Area_D,Mexican,2.5,2851,High,No,fe1f1fba,dbcaa61c,14c633c2,2024-12-01,0:41,18,1796.56,3,UPI,5
4622bca4,Restaurant_32,Chennai,Area_D,Chinese,4.3,1236,High,No,38bf9889,4622bca4,4fe47b9d,2024-11-17,1:55,35,1918.91,6,COD,1.9
4622bca4,Restaurant_32,Chennai,Area_D,Chinese,4.3,1236,High,No,591a09a7,4622bca4,fbe2651d,2024-06-09,12:23,78,1556.09,7,COD,4.2
4622bca4,Restaurant_32,Chennai,Area_D,Chinese,4.3,1236,High,No,f27bcb36,4622bca4,d0bebfe3,2024-12-24,1:26,56,520.06,10,Wallet,4.3
4622bca4,Restaurant_32,Chennai,Area_D,Chinese,4.3,1236,High,No,2634b45b,4622bca4,26e005a5,2024-08-01,5:54,26,759.17,1,UPI,3.6
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,d427847d,369bf88e,eabb3d06,2024-04-07,19:54,58,1953.13,3,"Net Banking",1.7
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,1c461e3d,369bf88e,c0c7190d,2024-09-13,8:34,73,787.64,7,COD,3.1
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,a5ffcac6,369bf88e,45496b0c,2024-11-12,7:39,38,256.86,3,COD,4.3
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,81497b04,369bf88e,34f764d4,2024-05-06,10:12,20,1488.81,8,COD,2.2
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,4a81eb15,369bf88e,450eee6b,2024-03-18,10:07,46,409.35,2,"Credit Card",3.3
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,5d8e8823,369bf88e,8b4adc84,2024-04-05,3:54,19,653.97,9,COD,2.9
369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No,83845749,369bf88e,e85c7846,2024-01-21,16:38,81,1917.09,2,"Net Banking",2.5
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,3f2c4e2b,3da5daa9,cea34d6f,2024-07-04,14:07,71,778.87,8,COD,1.8
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,6d2e95b6,3da5daa9,6f38add8,2024-04-03,0:42,26,1525.64,8,COD,2.3
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,b9ccc359,3da5daa9,d8e71b57,2024-04-05,4:02,37,1276.26,8,"Credit Card",2.1
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,0f7fd613,3da5daa9,d3a46611,2024-12-22,14:29,29,233.15,4,COD,2.6
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,cd8504f8,3da5daa9,d5367a88,2024-01-26,18:32,57,304.56,2,COD,4.4
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,20fdd15f,3da5daa9,fb0b4277,2024-01-11,22:12,30,1104.63,2,Wallet,1.5
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,d50b78a9,3da5daa9,00921b80,2024-04-10,16:37,40,858.34,9,"Credit Card",3.9
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,c882e228,3da5daa9,1a66d7db,2024-02-01,17:15,51,1048.38,2,"Net Banking",3.9
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,606f7406,3da5daa9,29ab4f24,2024-10-06,9:56,37,1358.98,4,COD,2.5
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,513954fb,3da5daa9,4b41fb60,2024-11-04,7:42,45,1049.66,2,Wallet,2
3da5daa9,Restaurant_34,Mumbai,Area_D,Indian,4.7,4710,High,Yes,2a3f8d37,3da5daa9,173255bc,2024-09-19,17:10,87,762.11,4,"Net Banking",3.9
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,c51ae792,d9e2c443,37d6f9fc,2024-06-28,21:01,72,1308.62,4,"Credit Card",3.9
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,778c3a80,d9e2c443,9a448530,2024-02-21,18:56,18,1453.68,6,"Credit Card",2.1
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,7e9bd3a8,d9e2c443,ebed075f,2024-06-28,0:20,23,1728.58,3,COD,4.2
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,92e2ab7d,d9e2c443,409446c0,2024-02-05,1:02,40,1950.8,1,"Net Banking",2
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,4296a0c9,d9e2c443,7981d3de,2024-07-13,1:29,68,1224.04,4,"Net Banking",4
d9e2c443,Restaurant_35,Delhi,Area_B,Italian,4.8,4285,Medium,Yes,11552561,d9e2c443,10d15145,2024-12-01,8:36,79,389.4,3,Wallet,2.2
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,90308b31,9a241a8f,8cc97107,2024-06-10,6:23,60,1062.65,6,UPI,2.3
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,57a79368,9a241a8f,4ca9d7e2,2024-01-05,18:50,89,1604.22,6,COD,3.9
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,916ac5d4,9a241a8f,74e1669b,2024-03-24,3:16,39,1181.84,3,"Credit Card",3.9
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,ca120a97,9a241a8f,aab95988,2024-05-23,1:44,68,1008.34,9,"Credit Card",1.1
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,bd71a992,9a241a8f,fec6c2d4,2024-04-06,1:47,76,1653.26,1,"Net Banking",3.5
9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No,3e4c131e,9a241a8f,a3560b99,2024-03-18,3:14,85,1478.45,3,UPI,4.3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,612b5f08,5e9ad80d,a8ee97db,2024-07-16,1:47,26,701.11,6,"Net Banking",3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,a9227804,5e9ad80d,b56f8fac,2024-09-25,22:48,48,1887.47,3,UPI,2.7
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,d8860341,5e9ad80d,6224b9a0,2024-11-17,1:53,61,971.63,8,Wallet,3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,fd01d13f,5e9ad80d,bc6012f9,2024-11-13,1:45,75,110.97,1,"Net Banking",4.3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,7dd4c393,5e9ad80d,fe1339e7,2024-08-04,17:46,55,1863.1,8,UPI,1.4
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,895281d3,5e9ad80d,d447eda6,2024-05-10,13:46,58,1033.63,8,COD,2.7
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,02022f66,5e9ad80d,7f0288b7,2024-12-19,22:19,61,1329.9,7,"Credit Card",4.4
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,cbabb754,5e9ad80d,b088ecae,2024-07-06,0:57,85,1931.85,8,"Net Banking",3.6
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,b0456b44,5e9ad80d,9a36931d,2024-09-28,13:02,29,926.27,2,UPI,1.3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,57363c96,5e9ad80d,62fa6ad0,2024-03-25,1:09,90,916.73,9,COD,3.3
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,e5a0aa9d,5e9ad80d,7f9d14b1,2024-09-26,12:20,32,386.14,1,Wallet,4
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,efaeaec1,5e9ad80d,01a5db71,2024-12-07,14:16,57,242.97,2,"Net Banking",2
5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No,26aa6d23,5e9ad80d,25c684c1,2024-09-28,23:01,29,299.2,6,UPI,2
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,0f6376bb,f5c4c840,01e8885d,2024-04-11,13:09,17,250.11,10,Wallet,3.7
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,587fff63,f5c4c840,965cbda5,2024-05-08,17:05,40,991.9,8,"Credit Card",2.3
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,505367d7,f5c4c840,48cf6f65,2024-07-23,12:16,71,1700.75,3,Wallet,4.4
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,6fda91c0,f5c4c840,2d551e30,2024-08-18,3:06,49,963.43,9,COD,2.4
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,d06aa03b,f5c4c840,96e01ff3,2024-12-03,1:39,77,1841.35,1,"Net Banking",2.5
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,75210689,f5c4c840,c8081d19,2024-01-27,16:15,79,885.23,5,UPI,1.7
f5c4c840,Restaurant_38,Mumbai,Area_C,Italian,4.2,2275,Medium,Yes,f184b2bf,f5c4c840,5010648a,2024-09-10,17:18,19,1452.39,7,"Net Banking",2.3
04dc9812,Restaurant_39,Delhi,Area_A,Mexican,3.7,2680,Medium,Yes,6ccafb5a,04dc9812,22f571d8,2024-05-02,22:46,37,160.24,2,"Credit Card",4.4
04dc9812,Restaurant_39,Delhi,Area_A,Mexican,3.7,2680,Medium,Yes,4b3146c3,04dc9812,05ae225b,2024-11-26,19:59,30,1487.58,4,UPI,3.5
04dc9812,Restaurant_39,Delhi,Area_A,Mexican,3.7,2680,Medium,Yes,fc38741d,04dc9812,944ad2d8,2024-05-10,21:42,23,1143.67,6,"Net Banking",3.2
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,ef69744c,5ef3c1b1,9fdc405c,2024-10-05,13:43,76,516.07,1,"Credit Card",3.1
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,9ae4f7b0,5ef3c1b1,035b6cae,2024-05-01,15:01,63,1709.2,10,"Net Banking",1.7
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,40b23f74,5ef3c1b1,9d3b4bf0,2024-12-02,9:53,17,822.42,5,"Credit Card",2.3
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,fe683eb8,5ef3c1b1,1622d5aa,2024-03-07,8:58,65,1650.05,10,COD,2.4
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,b0ebf91d,5ef3c1b1,183896c9,2024-03-07,7:28,17,958.87,9,"Net Banking",1.6
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,0fdb45a9,5ef3c1b1,06bbb9d6,2024-03-23,23:17,89,338.44,9,"Credit Card",2.6
5ef3c1b1,Restaurant_40,Mumbai,Area_C,Italian,2.6,4800,Low,Yes,a0b0bad8,5ef3c1b1,d05b1feb,2024-03-18,6:59,76,514.25,10,"Credit Card",4.4
e19f39b7,Restaurant_41,Mumbai,Area_A,Italian,4,1458,Low,No,df026a06,e19f39b7,469cbf93,2024-10-19,12:40,25,1775.54,3,Wallet,3.3
e19f39b7,Restaurant_41,Mumbai,Area_A,Italian,4,1458,Low,No,5477a882,e19f39b7,07a96c75,2024-01-14,8:14,18,624.57,3,COD,3.5
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,8106bdd8,e79218d9,1.82E+92,2024-06-04,11:22,45,1453.68,1,"Net Banking",4.2
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,9db6ff9a,e79218d9,9f37a2dc,2024-07-25,14:51,15,1056.59,3,"Net Banking",2.7
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,7096b1c3,e79218d9,b6b872e7,2024-10-14,6:59,67,644.14,9,UPI,3.3
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,a362e701,e79218d9,82da7473,2024-05-14,2:26,24,1547.36,1,"Credit Card",3.6
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,88ae984f,e79218d9,cf34fb06,2024-12-20,8:51,44,1777.56,4,Wallet,4.3
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,5dca9815,e79218d9,e2e2a3e7,2024-02-07,18:37,36,236.53,2,UPI,4.5
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,e0dc79ab,e79218d9,91ed8a42,2024-02-13,20:49,22,1348.51,8,Wallet,3.1
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,06d33ff5,e79218d9,8f86d12d,2024-09-16,3:14,62,649.7,9,UPI,4.9
e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes,2bd8d709,e79218d9,906a87b1,2024-01-18,0:29,15,360.19,9,"Net Banking",3.8
1c6eb160,Restaurant_43,Chennai,Area_D,Chinese,3.5,300,Medium,Yes,a8c53702,1c6eb160,75efec97,2024-11-10,4:31,58,676.65,5,Wallet,2.8
1c6eb160,Restaurant_43,Chennai,Area_D,Chinese,3.5,300,Medium,Yes,cc05b8df,1c6eb160,33ee2e73,2024-12-13,7:57,71,216.73,6,Wallet,2.2
1c6eb160,Restaurant_43,Chennai,Area_D,Chinese,3.5,300,Medium,Yes,a7ee41d1,1c6eb160,dc427395,2024-11-28,9:14,56,630.51,5,UPI,1.9
1c6eb160,Restaurant_43,Chennai,Area_D,Chinese,3.5,300,Medium,Yes,b748e185,1c6eb160,9d8b480e,2024-08-10,8:33,21,463.05,8,COD,1.5
1c6eb160,Restaurant_43,Chennai,Area_D,Chinese,3.5,300,Medium,Yes,67dc077f,1c6eb160,430667d9,2024-09-16,9:39,68,1683.54,8,COD,4.9
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,7402bca8,4ce7afad,f8a6b5e4,2024-02-05,0:34,69,1067.22,4,"Credit Card",3.7
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,9ecd1b10,4ce7afad,f6a2a1b9,2024-05-01,10:55,28,1423.99,8,COD,4.5
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,2f0d898f,4ce7afad,43071fb6,2024-12-19,8:29,58,1562.31,2,"Net Banking",2.5
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,ebd6aa73,4ce7afad,7335e1f8,2024-10-25,5:23,40,995.3,8,COD,3.2
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,de146b08,4ce7afad,3893881a,2024-04-15,14:21,88,1050.72,1,"Credit Card",4.7
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,d0a84820,4ce7afad,89d1b192,2024-03-08,18:26,56,933.52,3,UPI,4.8
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,80261cfc,4ce7afad,22510504,2024-11-13,0:46,77,1890.63,3,UPI,1.4
4ce7afad,Restaurant_44,Bangalore,Area_E,Chinese,3.9,106,Low,Yes,a792d05c,4ce7afad,6dceb96f,2024-05-03,14:45,60,1725.62,5,Wallet,3.5
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,a065ce6f,bc4f828e,1f9aeac2,2024-04-18,6:08,33,760.61,7,Wallet,4.6
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,b1c8e232,bc4f828e,260cf33d,2024-06-13,2:38,58,1722.83,4,"Credit Card",3.7
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,d37c3a8f,bc4f828e,06ee0dde,2024-12-22,14:23,17,1773.97,5,"Net Banking",1.6
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,a4162723,bc4f828e,0aceb5a7,2024-05-04,1:45,64,1775.29,6,"Net Banking",4.5
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,d305f60d,bc4f828e,a6177d28,2024-06-12,7:49,30,292.86,4,"Credit Card",1.8
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,328f1721,bc4f828e,828c7848,2024-07-26,8:28,73,1254.11,1,"Net Banking",4.3
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,2a1a831f,bc4f828e,60643122,2024-05-26,5:57,36,438.8,10,COD,4.6
bc4f828e,Restaurant_45,Bangalore,Area_B,Indian,2.9,2555,Low,No,4a6b7549,bc4f828e,f5d06841,2024-03-16,19:05,23,1065.32,7,"Credit Card",2.9
67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No,cee7d6e4,67a95931,3b7aaf66,2024-01-23,7:15,20,1387.95,1,"Credit Card",4.3
67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No,74d9976c,67a95931,873a0fc5,2024-04-22,23:13,67,1545.72,5,"Net Banking",3.7
67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No,608e8e31,67a95931,b2668ad5,2024-06-26,3:58,17,904.07,7,UPI,1.7
67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No,b33702ee,67a95931,c434009d,2024-07-01,6:53,82,957.71,9,"Credit Card",1.6
67a95931,Restaurant_46,Bangalore,Area_B,Thai,5,1912,High,No,bad211d0,67a95931,e514b8db,2024-11-13,20:26,51,1267.23,4,"Credit Card",2.2
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,a82ffbd2,28bc6e8d,9bae180b,2024-05-07,8:09,44,895.53,6,"Credit Card",1.1
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,b6502804,28bc6e8d,8.68E+08,2024-02-25,9:31,48,781.97,5,"Net Banking",3.9
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,3faf577d,28bc6e8d,c78ac3cf,2024-04-24,20:32,47,930.12,6,"Net Banking",3.9
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,2af65ce2,28bc6e8d,6324be1b,2024-09-12,5:53,84,1876.61,2,"Credit Card",4.2
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,0fe2132c,28bc6e8d,e1abe1eb,2024-04-21,22:48,46,154.94,1,UPI,1.5
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,fbdc6e4f,28bc6e8d,2151cad2,2024-06-28,0:56,66,553.88,8,UPI,3.4
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,8283084,28bc6e8d,96309676,2024-10-04,5:46,89,331.77,7,COD,3.7
28bc6e8d,Restaurant_47,Delhi,Area_C,Mexican,2.7,2222,Medium,No,3e88d3f8,28bc6e8d,e0e92318,2024-10-27,22:11,17,106.14,5,"Net Banking",4.3
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,6b86c974,94e70589,7d3c2abc,2024-06-28,18:22,68,660.73,3,"Net Banking",2.7
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,8d2e9878,94e70589,36197358,2024-07-08,17:13,73,713.68,1,"Credit Card",3.9
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,56353568,94e70589,6e879eaa,2024-04-21,4:46,84,1353.64,5,Wallet,1
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,31c373ee,94e70589,9b4f050a,2024-12-04,2:28,17,1666.47,3,UPI,3.8
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,fd05612f,94e70589,10087988,2024-07-04,10:36,16,1673.66,3,Wallet,3.1
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,9e26d904,94e70589,7c0f2d30,2024-09-08,13:01,90,386.4,4,COD,4.5
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,241308a9,94e70589,4d3e8e39,2024-12-22,12:20,51,1259.81,4,"Net Banking",4.9
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,49827a6f,94e70589,169c1f24,2024-10-12,11:57,75,1208.84,2,"Net Banking",2
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,35a4c003,94e70589,0276c0f0,2024-03-01,20:58,64,1182.76,8,"Credit Card",3.7
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,eff82df9,94e70589,3614981b,2024-01-28,21:11,16,693.66,9,Wallet,1.6
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,3f320cac,94e70589,00402d30,2024-11-10,18:34,78,1776.8,5,"Credit Card",4.9
94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes,e020448d,94e70589,c0885418,2024-07-27,4:05,39,1604.65,9,COD,2.9
